locus_tag,LanzaTech,MeOH,NO3_lowO2_slow_growth,NoCu,NoLanthanum,WT_control,WithLanthanum,aa3_KO,crotonic_acid,highCu,highO2_slow_growth,lowCH4,lowCu,lowO2_fast_growth,lowO2_low_iron_fast_growth,lowO2_slow_growth,medCu,slow_growth,uMax,unknown
EQU24_RS00055,0.9632776673570396,0.3044188978994528,-0.16188014249157653,0.7823368878601933,0.15326677421941168,0.8324535294032662,0.13077543766279473,0.4742597273575606,1.1188832846626378,1.3645070978062028,0.13368346680501816,0.5810552277104831,0.8796745228360353,-0.06414440267884301,-0.22487644037499355,-0.9184159557560994,0.9427232967797692,0.376695539431842,0.05019573708052757,0.12334952531267819
EQU24_RS00060,-0.5717813451681851,-0.2792111658470797,-0.014207779258991879,0.05389615885280741,0.1941977607452705,0.35682437215056534,0.15024395810266614,0.12712250024203242,-0.3013957087947047,0.3709959132325177,-0.8238714222904273,-0.6983483288049566,0.06830115855198253,0.6852213340002113,0.2978660848746492,0.28498841897962335,0.18299656966642455,0.5116555538727928,0.1401580476558521,-0.5603372713087791
EQU24_RS00065,-0.33603389388664145,0.35038152104014864,-0.33557933549327384,-0.5718322001346073,-0.1948402554170531,-0.4017531900617738,-0.19212273265220195,-0.4897007597717032,-0.7078357421956318,-0.7387895699902207,-0.5882903267209726,-0.6456455078321195,-0.7247350976553043,0.6253115290077517,-0.3552239785199861,-0.36927358421013395,-0.5164797905505564,-0.1782164922207461,0.021777112306024457,0.07417737217711191
EQU24_RS00070,-0.6836144306475457,-1.2826734936927753,-0.19867037688922917,-0.36221092139517685,-0.6266382511560715,0.06844393964120121,-0.9381441415580746,-0.146899305425208,-0.6504815364628623,0.40890772553620786,-0.20248639720719702,-1.1393581870700744,0.040192083664090994,0.8738000634701287,0.3550517186305101,0.3294299884814378,-0.3556242765373704,0.4098608585745042,-0.1092066260839135,-1.0750338804659836
EQU24_RS00075,-1.504142367553529,0.35282910642694243,-0.09021129343250787,-0.45928603151247344,-0.4042222765922062,0.05235163220903229,0.10333742865126577,-0.016182538455036904,-0.3268226300305977,0.4990503615192288,-1.1015743823192603,-0.06907018594315104,0.08255057465475586,0.8780072471633813,0.5960379562085275,0.5592032610381018,0.17119186981720794,0.8306208109408226,-0.20257706448184215,-0.0893852572597695
EQU24_RS00080,-1.4147993414158384,0.3237697172354355,-0.6580383199620935,-0.29100580100269896,-0.3040317406832217,-1.0840328045484762,-0.08053303137772681,-0.8797085106905486,-0.7150850601282371,-0.5798105715719504,-0.32090812456129114,-0.47977569469480896,-0.49979779812546515,-0.7440545363350863,-0.7663705505119871,-0.44427569965918284,-0.4228492566065559,-0.6356016872302666,0.03674350802991525,-0.17560256623229228
EQU24_RS00085,-0.23958051131593927,-0.23252923035584228,-0.5207180987163708,-0.4172270733070681,-0.4018177437299166,-0.13746036645438037,-0.5034239859465285,-0.12380595265415127,0.2766524558202603,0.326785761846733,-0.37759173287871073,-0.37308092087300654,-0.28362627722837974,-0.9144505815961635,0.3675465972711322,-0.6244180887703275,0.23646606165205555,-1.0176696630447692,0.19776259291678447,-0.3839976208904542
EQU24_RS00090,-0.021494425213885917,0.19515254032875262,-0.13805088044252808,-0.33654635204283445,0.25964156768669344,-0.3142582991448828,0.5702429789982939,-0.45030655759523325,0.13462041448347872,-0.1659451259259506,-0.3120757506810627,-0.08834767068952137,-0.33341117214162014,-0.05525312708567267,-0.14741903084281122,0.2263473659582,-0.1855340516190431,-0.44296970981136274,0.20680945635675715,-0.09775180128989244
EQU24_RS00095,-0.13412439369678006,0.12783271190541304,0.19811179120714237,-0.0029935267999497,0.9344639819152288,-0.12265640139844937,1.287946432627549,-0.037366209825022215,0.18762635542327744,-0.09415399877103256,-0.2975076464570379,-0.5566924844305686,-0.20505359103958257,-0.2158295161467224,-0.40536724789088424,0.8541992090425942,-0.17135485493947122,0.23357290111392062,0.21396862654992108,-0.10481970331193366
EQU24_RS00100,-1.0322883571376646,0.2297793118170807,-0.6322967425145185,-0.10328220244255809,-1.0135966449008431,-1.3637296546792843,-1.0967858254996106,-0.7301666301061764,-0.47700920768156685,0.053651769785367454,-0.29413060828736504,0.3553126354720759,-0.2719090537130589,-0.3081972134799729,0.20800792240390523,-0.34944051056186837,-0.2539829339488789,-0.6069737656653711,0.21049739682878718,-1.108849064105727
